period,respondent,respondent-name,type,type-name
2026-05-15T15,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-15T15,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-15T15,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-15T15,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-15T14,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-15T14,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-15T14,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-15T14,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-15T13,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-15T13,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-15T13,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-15T13,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-15T12,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-15T12,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-15T12,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-15T12,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-15T11,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-15T11,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-15T11,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-15T11,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-15T10,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-15T10,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-15T10,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-15T10,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-15T09,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-15T09,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-15T09,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-15T09,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-15T08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-15T08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-15T08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-15T08,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-15T07,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-15T07,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-15T07,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-15T07,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-15T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-15T06,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-15T06,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-15T06,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-15T05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-15T05,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-15T05,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-15T05,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-15T04,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-15T04,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-15T04,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-15T04,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-15T03,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-15T03,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-15T03,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-15T03,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-15T02,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-15T02,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-15T02,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-15T02,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-15T01,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-15T01,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-15T01,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-15T01,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-15T00,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-15T00,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-15T00,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-15T00,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T23,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T23,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T23,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T23,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T22,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T22,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T22,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T22,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T21,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T21,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T21,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T21,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T20,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T20,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T20,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T20,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T19,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T19,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T19,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T19,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T18,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T18,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T18,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T18,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T17,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T17,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T17,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T17,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T16,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T16,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T16,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T16,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T15,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T15,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T15,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T15,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T14,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T14,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T14,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T14,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T13,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T13,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T13,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T13,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T12,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T12,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T12,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T12,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T11,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T11,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T11,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T11,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T10,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T10,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T10,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T10,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T09,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T09,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T09,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T09,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T08,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T07,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T07,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T07,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T07,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T06,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T06,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T06,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T05,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T05,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T05,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T04,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T04,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T04,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T04,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T03,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T03,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T03,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T03,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T02,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T02,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T02,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T02,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T01,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T01,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T01,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T01,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-14T00,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-14T00,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-14T00,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-14T00,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T23,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T23,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T23,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T23,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T22,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T22,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T22,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T22,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T21,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T21,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T21,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T21,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T20,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T20,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T20,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T20,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T19,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T19,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T19,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T19,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T18,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T18,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T18,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T18,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T17,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T17,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T17,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T17,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T16,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T16,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T16,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T16,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T15,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T15,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T15,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T15,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T14,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T14,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T14,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T14,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T13,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T13,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T13,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T13,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T12,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T12,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T12,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T12,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T11,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T11,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T11,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T11,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T10,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T10,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T10,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T10,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T09,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T09,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T09,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T09,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T08,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T07,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T07,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T07,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T07,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T06,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T06,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T06,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T05,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T05,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T05,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T04,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T04,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T04,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T04,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T03,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T03,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T03,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T03,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T02,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T02,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T02,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T02,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T01,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T01,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T01,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T01,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-13T00,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-13T00,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-13T00,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-13T00,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T23,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T23,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T23,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T23,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T22,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T22,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T22,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T22,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T21,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T21,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T21,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T21,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T20,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T20,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T20,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T20,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T19,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T19,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T19,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T19,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T18,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T18,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T18,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T18,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T17,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T17,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T17,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T17,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T16,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T16,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T16,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T16,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T15,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T15,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T15,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T15,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T14,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T14,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T14,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T14,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T13,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T13,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T13,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T13,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T12,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T12,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T12,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T12,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T11,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T11,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T11,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T11,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T10,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T10,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T10,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T10,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T09,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T09,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T09,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T09,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T08,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T07,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T07,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T07,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T07,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T06,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T06,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T06,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T05,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T05,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T05,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T04,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-05-12T04,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-05-12T04,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-05-12T04,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-05-12T03,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
