period,respondent,respondent-name,type,type-name
2026-06-05T12,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T12,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T12,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T12,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T11,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T11,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T11,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T11,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T10,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T10,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T10,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T10,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T09,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T09,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T09,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T09,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T08,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T07,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T07,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T07,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T07,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T06,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T06,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T06,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T05,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T05,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T05,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T04,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T04,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T04,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T04,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T03,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T03,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T03,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T03,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T02,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T02,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T02,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T02,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T01,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T01,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T01,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T01,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-05T00,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-05T00,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-05T00,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-05T00,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T23,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T23,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T23,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T23,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T22,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T22,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T22,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T22,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T21,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T21,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T21,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T21,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T20,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T20,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T20,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T20,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T19,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T19,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T19,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T19,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T18,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T18,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T18,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T18,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T17,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T17,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T17,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T17,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T16,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T16,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T16,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T16,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T15,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T15,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T15,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T15,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T14,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T14,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T14,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T14,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T13,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T13,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T13,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T13,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T12,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T12,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T12,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T12,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T11,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T11,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T11,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T11,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T10,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T10,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T10,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T10,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T09,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T09,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T09,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T09,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T08,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T07,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T07,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T07,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T07,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T06,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T06,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T06,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T05,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T05,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T05,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T04,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T04,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T04,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T04,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T03,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T03,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T03,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T03,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T02,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T02,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T02,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T02,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T01,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T01,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T01,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T01,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-04T00,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-04T00,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-04T00,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-04T00,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T23,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-03T23,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-03T23,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-03T23,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T22,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-03T22,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-03T22,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-03T22,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T21,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-03T21,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-03T21,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-03T21,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T20,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-03T20,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-03T20,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-03T20,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T19,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-03T19,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-03T19,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-03T19,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T18,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-03T18,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-03T18,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-03T18,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T17,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-03T17,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-03T17,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-03T17,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T16,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-03T16,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-03T16,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-03T16,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T15,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-03T15,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-03T15,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-03T15,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T14,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-03T14,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-03T14,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-03T14,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T13,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-03T13,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-03T13,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-03T13,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T12,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-03T12,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-03T12,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-03T12,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T11,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-03T11,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-03T11,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-03T11,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T10,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-03T10,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-03T10,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-03T10,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T09,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-03T09,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-03T09,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-03T09,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-03T08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-03T08,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-03T08,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T07,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-03T07,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-03T07,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-03T07,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-03T06,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-03T06,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-03T06,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T05,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
2026-06-03T05,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast
2026-06-03T05,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation
2026-06-03T05,SOCO,"Southern Company Services, Inc. - Trans",TI,Total interchange
2026-06-03T04,SOCO,"Southern Company Services, Inc. - Trans",D,Demand
